"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0Z280","2020-03-25 00:00:00","224.000","166.000","0.600","20.500","0.990","992.400","","0.000","-99.000","-99.000","-99.000","25.300","","18.400",""
"C0Z070","2020-03-25 00:00:00","247.000","0.000","0.000","20.400","0.990","987.800","","0.000","-99.000","-99.000","-99.000","25.400","","17.900",""
"CM0180","2020-03-25 00:00:00","313.000","0.000","0.000","21.300","0.870","980.700","","0.000","-99.000","-99.000","-99.000","28.100","","20.600",""
"C0T9N0","2020-03-25 00:00:00","261.000","56.000","0.500","20.200","0.950","987.400","","0.000","-99.000","-99.000","-99.000","24.300","","18.600",""
"C0K470","2020-03-25 00:00:00","97.000","172.000","0.300","20.500","0.990","1004.300","","0.000","-99.000","-99.000","-99.000","26.500","","19.700",""
"C0R720","2020-03-25 00:00:00","214.000","358.000","4.700","21.800","0.910","991.800","","0.000","-99.000","-99.000","-99.000","25.200","","20.900",""
"C0V650","2020-03-25 00:00:00","28.000","5.000","3.900","23.000","0.860","1013.900","","0.000","-99.000","-99.000","-99.000","26.400","","21.500",""
"C0H9C0","2020-03-25 00:00:00","3402.000","317.000","0.700","2.900","0.950","677.600","","0.000","-99.000","-99.000","-99.000","9.000","","2.300",""
"C0U780","2020-03-25 00:00:00","15.000","0.000","0.200","20.500","0.990","1015.300","","0.000","-99.000","-99.000","-99.000","22.700","","18.700",""
"C0U760","2020-03-25 00:00:00","22.000","0.000","0.000","20.300","0.990","1015.600","","0.000","-99.000","-99.000","-99.000","24.200","","18.700",""
"C0X290","2020-03-25 00:00:00","10.000","21.000","3.300","23.200","0.910","1014.200","","0.000","-99.000","-99.000","-99.000","24.600","","21.100",""
"C0E830","2020-03-25 00:00:00","37.000","106.000","1.200","20.900","0.900","1011.100","","0.000","-99.000","-99.000","-99.000","24.000","","18.700",""
"C0K330","2020-03-25 00:00:00","38.000","10.000","0.700","22.200","0.990","1010.900","","0.000","-99.000","-99.000","-99.000","27.400","","19.600",""
"C0M660","2020-03-25 00:00:00","40.000","49.000","0.700","22.100","0.920","1011.500","","0.000","-99.000","-99.000","-99.000","26.000","","19.700",""
"C0D580","2020-03-25 00:00:00","120.000","0.000","0.000","19.100","0.980","1001.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.900",""
"C0R640","2020-03-25 00:00:00","21.000","10.000","0.800","25.000","0.800","1012.500","","0.000","-99.000","-99.000","-99.000","27.300","","22.800",""
"C0E810","2020-03-25 00:00:00","53.000","0.000","0.000","19.200","0.990","1010.200","","0.000","-99.000","-99.000","-99.000","25.600","","17.700",""
"C0G830","2020-03-25 00:00:00","27.000","2.000","1.700","22.200","0.990","1010.900","","0.000","-99.000","-99.000","-99.000","26.200","","19.300",""
"C0A550","2020-03-25 00:00:00","422.000","0.000","0.100","19.200","1.000","969.000","","7.000","-99.000","-99.000","-99.000","20.000","","15.400",""
"C0G750","2020-03-25 00:00:00","31.000","344.000","1.700","22.400","0.890","1012.900","","-99.000","-99.000","-99.000","-99.000","26.000","","19.400",""
"C0Z270","2020-03-25 00:00:00","343.000","240.000","2.000","19.100","0.990","978.100","","0.500","-99.000","-99.000","-99.000","22.200","","17.500",""
"C0UA30","2020-03-25 00:00:00","1397.000","239.000","0.300","13.400","1.000","863.500","","0.500","-99.000","-99.000","-99.000","14.700","","11.800",""
"C0I080","2020-03-25 00:00:00","536.000","0.000","0.000","20.000","0.880","957.900","","0.000","-99.000","-99.000","-99.000","26.800","","18.500",""
"C0UA00","2020-03-25 00:00:00","392.000","276.000","0.900","17.700","0.970","973.100","","0.500","-99.000","-99.000","-99.000","22.700","","15.800",""
"C0AD40","2020-03-25 00:00:00","32.000","52.000","1.100","21.400","0.890","1012.000","","0.000","-99.000","-99.000","-99.000","24.200","","18.800",""
"C0G900","2020-03-25 00:00:00","20.000","28.000","2.000","23.600","0.890","1012.100","","0.000","-99.000","-99.000","-99.000","24.800","","20.100",""
"C0V750","2020-03-25 00:00:00","50.000","4.000","1.500","23.400","0.870","1010.600","","0.000","-99.000","-99.000","-99.000","27.800","","21.300",""
"C0K530","2020-03-25 00:00:00","12.000","3.000","3.500","22.400","0.910","1014.200","","0.000","-99.000","-99.000","-99.000","24.700","","20.200",""
"C0M780","2020-03-25 00:00:00","30.000","0.000","0.000","22.200","0.880","1012.400","","0.000","-99.000","-99.000","-99.000","27.100","","20.300",""
"C0V360","2020-03-25 00:00:00","94.000","0.000","0.100","20.100","0.940","1004.500","","0.000","-99.000","-99.000","-99.000","28.600","","18.700",""
"C0K510","2020-03-25 00:00:00","10.000","344.000","1.300","22.300","0.900","1013.600","","0.000","-99.000","-99.000","-99.000","26.800","","20.100",""
"C0D650","2020-03-25 00:00:00","97.000","168.000","1.100","20.800","0.880","1004.200","","0.000","-99.000","-99.000","-99.000","23.600","","18.000",""
"C0V630","2020-03-25 00:00:00","19.000","12.000","0.800","22.900","0.820","1012.900","","0.000","-99.000","-99.000","-99.000","25.500","","21.500",""
"C0U910","2020-03-25 00:00:00","17.000","293.000","0.600","20.700","0.950","1014.500","","0.000","-99.000","-99.000","-99.000","22.600","","18.800",""
"C0U600","2020-03-25 00:00:00","10.000","51.000","0.400","21.100","0.990","1014.900","","2.500","-99.000","-99.000","-99.000","23.800","","18.500",""
"C0G820","2020-03-25 00:00:00","29.000","8.000","0.500","23.000","0.880","1011.800","","0.000","-99.000","-99.000","-99.000","27.300","","20.000",""
"C0R590","2020-03-25 00:00:00","72.000","35.000","2.400","22.500","0.990","1006.700","","0.000","-99.000","-99.000","-99.000","27.300","","21.700",""
"C0A9E0","2020-03-25 00:00:00","26.000","84.000","1.000","22.700","0.790","1013.200","","0.000","-99.000","-99.000","-99.000","24.600","","19.000",""
"C0R480","2020-03-25 00:00:00","57.000","8.000","1.400","23.500","0.850","1007.800","","0.000","-99.000","-99.000","-99.000","28.600","","22.200",""
"C0X300","2020-03-25 00:00:00","70.000","48.000","0.400","21.000","0.950","1007.300","","0.000","-99.000","-99.000","-99.000","26.600","","18.800",""
"C0U970","2020-03-25 00:00:00","7.000","0.000","0.000","20.900","0.980","1016.800","","0.500","-99.000","-99.000","-99.000","24.000","","19.100",""
"C0R340","2020-03-25 00:00:00","230.000","23.000","1.300","21.000","0.950","988.800","","0.000","-99.000","-99.000","-99.000","29.600","","20.000",""
"C0M750","2020-03-25 00:00:00","10.000","11.000","1.600","22.700","0.900","1014.200","","0.000","-99.000","-99.000","-99.000","25.200","","20.600",""
"C0I110","2020-03-25 00:00:00","161.000","192.000","0.600","22.300","0.880","997.800","","0.000","-99.000","-99.000","-99.000","27.600","","20.800",""
"C0V370","2020-03-25 00:00:00","74.000","17.000","0.300","21.500","0.920","1007.500","","0.000","-99.000","-99.000","-99.000","28.100","","19.800",""
"C0C690","2020-03-25 00:00:00","242.000","158.000","1.300","20.300","0.820","987.500","","0.000","-99.000","-99.000","-99.000","22.700","","16.400",""
"C0A540","2020-03-25 00:00:00","401.000","0.000","0.000","19.300","1.000","970.000","","1.000","-99.000","-99.000","-99.000","22.000","","16.100",""
"C0V690","2020-03-25 00:00:00","30.000","31.000","1.400","24.000","0.830","1012.200","","0.000","-99.000","-99.000","-99.000","27.500","","22.600",""
"C0M690","2020-03-25 00:00:00","33.000","0.000","0.000","22.200","0.910","1011.000","","0.000","-99.000","-99.000","-99.000","27.000","","19.900",""
"C0R440","2020-03-25 00:00:00","1654.000","84.000","3.300","12.900","1.000","836.600","","0.500","-99.000","-99.000","-99.000","17.900","","12.500",""
"C0C490","2020-03-25 00:00:00","157.000","200.000","0.800","20.700","0.900","997.400","","0.000","-99.000","-99.000","-99.000","25.700","","18.300",""
"C0X160","2020-03-25 00:00:00","26.000","10.000","1.900","23.200","0.930","1011.800","","0.000","-99.000","-99.000","-99.000","26.600","","21.600",""
"C0S760","2020-03-25 00:00:00","1621.000","0.000","0.000","13.100","1.000","841.900","","0.000","-99.000","-99.000","-99.000","15.200","","13.100",""
"C0O830","2020-03-25 00:00:00","127.000","0.000","0.100","20.500","0.990","1001.300","","0.000","-99.000","-99.000","-99.000","27.500","","19.400",""
"C0A9A0","2020-03-25 00:00:00","24.000","92.000","2.500","22.800","0.880","1013.200","","0.500","-99.000","-99.000","-99.000","23.800","","18.800",""
"C0AD50","2020-03-25 00:00:00","84.000","160.000","1.000","21.000","1.000","1006.500","","0.000","-99.000","-99.000","-99.000","24.400","","18.600",""
"C0A560","2020-03-25 00:00:00","405.000","0.000","0.000","17.300","1.000","970.700","","0.000","-99.000","-99.000","-99.000","22.800","","16.500",""
"C0G620","2020-03-25 00:00:00","110.000","345.000","0.400","21.400","0.970","1002.400","","0.000","-99.000","-99.000","-99.000","28.900","","18.900",""
"C0V310","2020-03-25 00:00:00","46.000","169.000","0.400","22.500","0.880","1009.200","","0.000","-99.000","-99.000","-99.000","28.300","","21.800",""
"C0X110","2020-03-25 00:00:00","20.000","37.000","1.900","23.400","0.890","1013.300","","0.000","-99.000","-99.000","-99.000","26.200","","21.800",""
"C0S980","2020-03-25 00:00:00","901.000","62.000","1.600","17.100","1.000","916.300","","0.500","-99.000","-99.000","-99.000","20.700","","16.500",""
"C0R320","2020-03-25 00:00:00","7.000","65.000","7.100","24.100","0.780","1014.100","","0.000","-99.000","-99.000","-99.000","29.600","","23.200",""
"C0O860","2020-03-25 00:00:00","38.000","0.000","0.100","22.000","0.990","1010.400","","0.000","-99.000","-99.000","-99.000","27.000","","20.600",""
"C0U950","2020-03-25 00:00:00","1012.000","107.000","8.900","16.300","1.000","905.000","","11.000","-99.000","-99.000","-99.000","16.400","","12.200",""
"C0R260","2020-03-25 00:00:00","76.000","91.000","0.600","22.200","0.890","1006.000","","0.000","-99.000","-99.000","-99.000","27.600","","22.000",""
"C0G880","2020-03-25 00:00:00","92.000","261.000","0.400","22.000","0.880","1004.800","","0.000","-99.000","-99.000","-99.000","26.300","","20.200",""
"C0R520","2020-03-25 00:00:00","18.000","47.000","0.900","23.600","0.890","1013.000","","0.000","-99.000","-99.000","-99.000","28.900","","22.800",""
"C0O810","2020-03-25 00:00:00","161.000","193.000","0.400","21.300","0.990","997.500","","0.000","-99.000","-99.000","-99.000","27.000","","19.500",""
"C0E790","2020-03-25 00:00:00","344.000","304.000","0.900","19.900","1.000","975.900","","0.000","-99.000","-99.000","-99.000","25.700","","17.800",""
"C0F9Y0","2020-03-25 00:00:00","3313.000","290.000","1.200","3.700","0.750","687.700","","0.000","-99.000","-99.000","-99.000","10.900","","3.300",""
"C0S930","2020-03-25 00:00:00","248.000","234.000","0.900","20.600","0.930","989.000","","0.000","-99.000","-99.000","-99.000","25.200","","19.600",""
"C0M770","2020-03-25 00:00:00","164.000","84.000","0.300","21.600","1.000","996.300","","0.000","-99.000","-99.000","-99.000","25.900","","19.600",""
"C0R470","2020-03-25 00:00:00","103.000","355.000","1.100","22.500","0.930","1004.000","","0.000","-99.000","-99.000","-99.000","28.300","","21.900",""
"C0W120","2020-03-25 00:00:00","58.000","-99.000","-99.000","20.400","0.910","1009.300","","0.000","-99.000","-99.000","-99.000","21.300","","19.000",""
"C0V350","2020-03-25 00:00:00","36.000","0.000","0.100","21.200","0.910","1012.100","","0.000","-99.000","-99.000","-99.000","29.500","","21.000",""
"CM0160","2020-03-25 00:00:00","159.000","0.000","0.000","21.400","0.890","998.800","","0.000","-99.000","-99.000","-99.000","30.900","","19.400",""
"C0V500","2020-03-25 00:00:00","6.000","348.000","0.900","24.500","0.800","1012.700","","0.000","-99.000","-99.000","-99.000","27.900","","23.100",""
"C0SA30","2020-03-25 00:00:00","92.000","344.000","1.000","22.400","0.820","1006.800","","0.000","-99.000","-99.000","-99.000","24.300","","20.700",""
"C0U710","2020-03-25 00:00:00","1942.000","122.000","1.000","12.500","0.860","810.500","","0.000","-99.000","-99.000","-99.000","18.500","","10.500",""
"C0Z100","2020-03-25 00:00:00","36.000","0.000","0.000","19.200","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","25.300","","19.200",""
"C0Z170","2020-03-25 00:00:00","199.000","0.000","0.200","21.200","0.950","995.700","","0.000","-99.000","-99.000","-99.000","25.400","","19.800",""
"C0K430","2020-03-25 00:00:00","30.000","334.000","1.600","22.100","1.000","1013.000","","0.000","-99.000","-99.000","-99.000","25.700","","19.600",""
"C0S960","2020-03-25 00:00:00","32.000","297.000","1.800","22.400","0.860","1012.700","","0.000","-99.000","-99.000","-99.000","25.600","","22.200",""
"C0T9M0","2020-03-25 00:00:00","92.000","309.000","2.200","22.100","0.860","1007.600","","0.000","-99.000","-99.000","-99.000","25.500","","20.000",""
"C0AI00","2020-03-25 00:00:00","188.000","40.000","0.500","20.700","0.950","995.000","","0.000","-99.000","-99.000","-99.000","24.900","","16.800",""
"C0AC40","2020-03-25 00:00:00","1079.000","98.000","2.800","15.500","0.990","895.600","","1.500","8.800","129.000","","15.500","","10.900",""
"C0F9M0","2020-03-25 00:00:00","230.000","339.000","1.300","20.200","1.000","989.100","","0.000","-99.000","-99.000","-99.000","26.100","","18.300",""
"C0A930","2020-03-25 00:00:00","216.000","0.000","0.200","19.100","1.000","990.200","","3.500","-99.000","-99.000","-99.000","19.500","","16.400",""
"C0A640","2020-03-25 00:00:00","241.000","0.000","0.000","20.300","0.910","990.600","","0.000","-99.000","-99.000","-99.000","22.600","","16.600",""
"C0I420","2020-03-25 00:00:00","305.000","84.000","0.300","21.200","0.870","980.700","","0.000","-99.000","-99.000","-99.000","27.800","","19.500",""
"C0R170","2020-03-25 00:00:00","26.000","0.000","0.000","22.100","1.000","1012.200","","0.000","-99.000","-99.000","-99.000","29.500","","21.700",""
"C0M530","2020-03-25 00:00:00","1385.000","0.000","0.000","15.400","0.990","870.700","","1.000","-99.000","-99.000","-99.000","18.700","","14.900",""
"C0H960","2020-03-25 00:00:00","120.000","0.000","0.200","22.600","0.960","1000.300","","0.000","-99.000","-99.000","-99.000","27.500","","20.300",""
"C0X280","2020-03-25 00:00:00","22.000","37.000","1.400","22.400","0.910","1013.200","","0.000","-99.000","-99.000","-99.000","24.900","","20.800",""
"C0R510","2020-03-25 00:00:00","31.000","72.000","0.900","24.100","0.820","1010.500","","0.000","-99.000","-99.000","-99.000","28.800","","22.700",""
"C0X060","2020-03-25 00:00:00","19.000","12.000","1.200","21.600","0.900","1015.000","","0.000","-99.000","-99.000","-99.000","27.800","","20.100",""
"C0E550","2020-03-25 00:00:00","84.000","0.000","0.000","19.900","1.000","1006.800","","0.000","-99.000","-99.000","-99.000","24.800","","18.400",""
"C0AI20","2020-03-25 00:00:00","25.000","85.000","3.500","20.900","0.890","1013.200","","0.500","-99.000","-99.000","-99.000","21.400","","18.400",""
"C0E740","2020-03-25 00:00:00","27.000","0.000","0.100","20.100","1.000","1006.600","","0.000","-99.000","-99.000","-99.000","25.800","","19.100",""
"C0R650","2020-03-25 00:00:00","29.000","73.000","1.000","23.600","0.970","1012.700","","0.000","-99.000","-99.000","-99.000","28.600","","22.600",""
"C0S750","2020-03-25 00:00:00","2280.000","271.000","1.200","7.100","1.000","775.700","","0.000","-99.000","-99.000","-99.000","17.300","","7.100",""
"C0I370","2020-03-25 00:00:00","671.000","0.000","0.000","19.500","0.900","941.200","","0.000","-99.000","-99.000","-99.000","26.100","","18.700",""
"C0K400","2020-03-25 00:00:00","65.000","0.000","0.000","22.300","0.980","1008.700","","0.000","-99.000","-99.000","-99.000","26.900","","20.000",""
"C0A650","2020-03-25 00:00:00","287.000","0.000","0.000","19.400","0.990","983.600","","2.500","-99.000","-99.000","-99.000","22.100","","15.900",""
"C0U750","2020-03-25 00:00:00","398.000","160.000","5.400","19.000","1.000","970.500","","2.500","-99.000","-99.000","-99.000","19.500","","15.300",""
"C0M730","2020-03-25 00:00:00","40.000","0.000","0.200","22.800","0.840","1010.300","","0.000","-99.000","-99.000","-99.000","27.600","","20.900",""
"C0S900","2020-03-25 00:00:00","27.000","50.000","4.200","24.800","0.820","1013.600","","0.000","-99.000","-99.000","-99.000","25.900","","23.600",""
"C0C480","2020-03-25 00:00:00","105.000","119.000","0.400","21.200","0.850","1003.400","","0.000","-99.000","-99.000","-99.000","25.000","","18.300",""
"C0V720","2020-03-25 00:00:00","15.000","56.000","0.300","24.700","0.770","1013.300","","0.000","-99.000","-99.000","-99.000","28.700","","23.000",""
"C0U770","2020-03-25 00:00:00","5.000","328.000","3.200","20.600","0.990","1016.200","","0.000","-99.000","-99.000","-99.000","24.400","","19.600",""
"C0Z080","2020-03-25 00:00:00","298.000","0.000","0.000","19.800","0.970","982.600","","0.000","-99.000","-99.000","-99.000","26.500","","17.700",""
"C0G640","2020-03-25 00:00:00","17.000","18.000","1.000","22.800","0.880","1016.100","","0.000","-99.000","-99.000","-99.000","26.400","","19.400",""
"C0F9O0","2020-03-25 00:00:00","175.000","0.000","0.000","21.400","1.000","995.500","","0.000","-99.000","-99.000","-99.000","27.500","","19.400",""
"C0X200","2020-03-25 00:00:00","61.000","0.000","0.000","21.400","0.980","1008.100","","0.000","-99.000","-99.000","-99.000","26.200","","19.600",""
